Unnamed: 0,Species,Main Trait,SIM,Dataset,Sentence,Result,GT Sub Traits
980,Sarcostemma viminale,inflorescences,Jacc,PlantNet,"Flowers whitish, yellowish or greenish.",Can infer correct Entity,"['Fascicle of flowers or inflorescences', 'Glomerule of flowers or inflorescences']"
981,Euphorbia tirucalli,fruit,Bert,PlantNet,"Seeds ovoid-globose, ca.",None of the above,['Capsule']
982,Strychnos innocua,leaf shape,Bert,PlantNet,"Leaves: petiole often short, glabrous or pubescent, 2 to 7 mm.",Can infer correct Entity,['Simple leaf']
983,Ficus polita,leaf base,Bert,PlantNet,"Leaves spirally arranged, lamina ovate to ± elliptic or oblong, 5 to 16 x 3.5 to 10 cm.",Can infer correct Quality,['Leaf base cordate']
984,Daniellia oliveri,leaf base,Bert,PlantNet,"Sepals elliptic, 1.2 to 1.7 cm.",None of the above,"['Leaf base attenuated', 'Rounded leaf base', 'Leaf base cordate']"
985,Flacourtia indica,fruit,Jacc,PlantNet,"Fruit reddish or reddish-black when ripe, up to 2.5 cm.",Can infer correct Entity,"['Berry, or berry-like fruit']"
986,Anacardium occidentale,vein,Bert,PlantNet,"Petiole 1-1.5 cm, leaf blade obovate, 8-11, 6-8.5 cm, leathery, glabrous on both sides, base broadly cuneate, margin entire, apex rounded, truncate to retuse, lateral veins ca.",Can infer correct Quality,['Pinnate venation with secondary veins intersecting the edge of the leaf blade']
987,Ficus glumosa,leaf blade,Bert,PlantNet,"Leaves are alternate, broadly elliptical 30 to 140 x 15 to 95mm in size, 3-veined from the base, veins are raised on the underside of the leaf.",Can infer correct Value,"['lanceolate blade', 'elliptical blade', 'obovate blade']"
988,Ficus glumosa,leaf blade,Bert,PlantNet,"Leaves are alternate, broadly elliptical 30 to 140 x 15 to 95mm in size, 3-veined from the base, veins are raised on the underside of the leaf.",Can infer correct Quality,"['lanceolate blade', 'elliptical blade', 'obovate blade']"
989,Ficus glumosa,leaf apex,Bert,PlantNet,"Leaves are alternate, broadly elliptical 30 to 140 x 15 to 95mm in size, 3-veined from the base, veins are raised on the underside of the leaf.",Can infer correct Value,"['Leaf apex sharp corner', 'Leaf apex with wide corners', 'Leaf apex acuminate', 'Leaf apex apiculate']"
990,Ficus glumosa,leaf apex,Bert,PlantNet,"Leaves are alternate, broadly elliptical 30 to 140 x 15 to 95mm in size, 3-veined from the base, veins are raised on the underside of the leaf.",Can infer correct Quality,"['Leaf apex sharp corner', 'Leaf apex with wide corners', 'Leaf apex acuminate', 'Leaf apex apiculate']"
991,Lophira lanceolata,leaf apex,Bert,PlantNet,"Stamens with filaments white, 4 to 6 mm long and anthers orange, 4 to 5 mm long.",None of the above,"['Leaf apex with wide corners', 'Rounded leaf apex', 'Leaf apex emarginated']"
992,Acacia gourmaensis,leaf margin,Jacc,PlantNet,"Inflorescence an axillary, lax, elongated, spike-like raceme, 1 to 2 per leaf axil, 3 to 5 cm long.",None of the above,['Smooth leaf margin']
993,Gardenia aqualla,fruit,Jacc,PlantNet,"Shrub or tree, 5 to 10 m high.",None of the above,"['Berry, or berry-like fruit']"
994,Isoberlinia doka,leaf apex,Bert,PlantNet,"Leaves:upper part of stipules free, lanceolate, to ± 2 cm.",Can infer correct Entity,"['Leaf apex sharp corner', 'Leaf apex with wide corners', 'Leaf apex acuminate']"
995,Ficus sycomorus ssp. gnaphalocarpa,petiole,Jacc,PlantNet,The petiole is 0.5 to 3 cm long and pubescent.,Can infer correct Value,['Petiolated leaf']
996,Terminalia catappa,vein,Bert,PlantNet,"Branchlets densely brownish yellow tomentose near apex, densely covered with conspicuous leaf scars.",None of the above,['Pinnate venation with secondary veins connecting near the margin of the blade']
997,Crateva adansonii,plant type,Jacc,PlantNet,The tree attains approximately 15m height.,Can infer correct Value,"['Tree', 'Shrub']"
998,Acacia mellifera,flower shape,Jacc,PlantNet,Rusty Acacia Tree - Flower Bud.,None of the above,"['Five-petalled flower', 'Tubular flower']"
999,Stereospermum kunthianum,leaf base,Bert,PlantNet,"Leaflets rotund to elliptic or narrowly elliptic, occasionally obovate, 3 to 17.5, 2 to 5.7 cm.",Can infer correct Value,"['Leaf base attenuated', 'Rounded leaf base']"
1000,Sarcostemma viminale,inflorescences,Jacc,PlantNet,Flowers yellow-green scented.,Can infer correct Entity,"['Fascicle of flowers or inflorescences', 'Glomerule of flowers or inflorescences']"
1001,Euphorbia tirucalli,fruit,Bert,PlantNet,"Seeds ovoid-globose, 4 × 4 mm, smooth, caruncle small.",None of the above,['Capsule']
1002,Strychnos innocua,leaf shape,Bert,PlantNet,"Seeds tetrahedral, 1.5 to 1.8 cm.",None of the above,['Simple leaf']
1003,Ficus polita,leaf base,Bert,PlantNet,Long Leaf Ficus Tree 1.4 4.,Can infer correct Entity,['Leaf base cordate']
1004,Daniellia oliveri,leaf base,Bert,PlantNet,"Fruit an obliquely lanceolate, flattened pod",None of the above,"['Leaf base attenuated', 'Rounded leaf base', 'Leaf base cordate']"
1005,Flacourtia indica,fruit,Jacc,PlantNet,"The fruit turns black on ripening, it has 3 or 4 seeds.",Can infer correct Entity,"['Berry, or berry-like fruit']"
1006,Anacardium occidentale,vein,Bert,PlantNet,"Leaves glabrous, petiole 1 to 3 cm long, blade broadly obovate to oblong-obovate, 6.5 to 18 x 3.8 to 10 cm, obtuse to retuse at the apex, cuneate or rounded at the base, shiny, leathery, midrib and 7 to 14 pairs of lateral nerves very prominent beneath.",Can infer correct Quality,['Pinnate venation with secondary veins intersecting the edge of the leaf blade']
1007,Ficus glumosa,leaf blade,Bert,PlantNet,The lowest pair of veins start from the leaf base.,Can infer correct Entity,"['lanceolate blade', 'elliptical blade', 'obovate blade']"
1008,Ficus glumosa,leaf apex,Bert,PlantNet,"Hairs sometimes almost lost on older leaves, base cordate or rounded, veins prominent below, margin entire.",Can infer correct Quality,"['Leaf apex sharp corner', 'Leaf apex with wide corners', 'Leaf apex acuminate', 'Leaf apex apiculate']"
1009,Lophira lanceolata,leaf apex,Bert,PlantNet,"Petals obcordate, 1.7 cm long, 1.3 cm wide, glabrous.",None of the above,"['Leaf apex with wide corners', 'Rounded leaf apex', 'Leaf apex emarginated']"
1010,Gardenia aqualla,fruit,Jacc,PlantNet,"Fruit globose to ellipsoid, 2 to 4 cm.",Can infer correct Entity,"['Berry, or berry-like fruit']"
1011,Isoberlinia doka,leaf apex,Bert,PlantNet,"Petals white, upper one oblong-elliptic, 8 to 12 mm.",None of the above,"['Leaf apex sharp corner', 'Leaf apex with wide corners', 'Leaf apex acuminate']"
1012,Ficus sycomorus ssp. gnaphalocarpa,petiole,Jacc,PlantNet,A leaf in which the lamina is undivided.,Can infer correct Entity,['Petiolated leaf']
1013,Flueggea virosa,leaf apex,Jacc,PlantNet,"Stipules triangular, small, apex acute.",None of the above,"['Leaf apex with wide corners', 'Rounded leaf apex']"
1014,Terminalia catappa,vein,Bert,PlantNet,The venation of the leaf is well marked and has about 6 to 9 pairs of veins on the sides.,Can infer correct Quality,['Pinnate venation with secondary veins connecting near the margin of the blade']
1015,Crateva adansonii,plant type,Jacc,PlantNet,"Small deciduous tree or shrub, unarmed, round-crowned, 6 to 15 m. tall, glabrous.",Can infer correct Value,"['Tree', 'Shrub']"
1016,Stereospermum kunthianum,leaf base,Bert,PlantNet,"Leaves 9 to 43 cm long including petiole 1.5 to 9 cm, rachis slightly striate or grooved, frequently lenticellate, hairs not glandular.",Can infer correct Entity,"['Leaf base attenuated', 'Rounded leaf base']"
1017,Sarcostemma viminale,inflorescences,Jacc,PlantNet,Flowers small lemon-yellow.,Can infer correct Entity,"['Fascicle of flowers or inflorescences', 'Glomerule of flowers or inflorescences']"
1018,Euphorbia tirucalli,fruit,Bert,PlantNet,Fruits are tripartite capsules.,Can infer correct Value,['Capsule']
1019,Strychnos innocua,leaf shape,Bert,PlantNet,"Fruit globose, 7 cm.",None of the above,['Simple leaf']
1020,Ficus polita,leaf base,Bert,PlantNet,Figs 1 -4 together on spurs up to 3 cm.,None of the above,['Leaf base cordate']
1021,Daniellia oliveri,leaf base,Bert,PlantNet,"Inflorescence an axillary or terminal compound raceme 15 to 20 cm long, glabrous to densily hairy, with 6 to 16 lateral branches.",None of the above,"['Leaf base attenuated', 'Rounded leaf base', 'Leaf base cordate']"
1022,Flacourtia indica,fruit,Jacc,PlantNet,Size 0.5 cm or so.,None of the above,"['Berry, or berry-like fruit']"
1023,Anacardium occidentale,vein,Bert,PlantNet,"Leaves glabrous, petiole 1 to 3 cm.",Can infer correct Entity,['Pinnate venation with secondary veins intersecting the edge of the leaf blade']
1024,Ficus glumosa,leaf blade,Bert,PlantNet,"Leaves arranged spirally, simple and entire, stipules up to 1.5 cm long, falling off early, petiole up to 8 cm long, blade oblong, broadly elliptical, broadly ovate, obovate or almost circular, 2 to 19 cm, 1 to 13 cm, base cordate or rounded, apex acuminate to subobtuse, glabrous to densely hairy above, densely hairy below, lateral veins in 3 to 7 pairs, tertiary venation reticulate.",Can infer correct Value,"['lanceolate blade', 'elliptical blade', 'obovate blade']"
1026,Ficus glumosa,leaf apex,Bert,PlantNet,"Leaves arranged spirally, simple and entire, stipules up to 1.5 cm long, falling off early, petiole up to 8 cm long, blade oblong, broadly elliptical, broadly ovate, obovate or almost circular, 2 to 19 cm, 1 to 13 cm, base cordate or rounded, apex acuminate to subobtuse, glabrous to densely hairy above, densely hairy below, lateral veins in 3 to 7 pairs, tertiary venation reticulate.",Can infer correct Value,"['Leaf apex sharp corner', 'Leaf apex with wide corners', 'Leaf apex acuminate', 'Leaf apex apiculate']"
1028,Ficus glumosa,leaf apex,Bert,PlantNet,"Receptacle globose to ellipsoid, c. 1 to 1.5 cm.",None of the above,"['Leaf apex sharp corner', 'Leaf apex with wide corners', 'Leaf apex acuminate', 'Leaf apex apiculate']"
1029,Lophira lanceolata,leaf apex,Bert,PlantNet,"Panicles profuse, terminal, pyramidal, lax, 15 to 20 cm long, axes angular, striate, glabrous.",None of the above,"['Leaf apex with wide corners', 'Rounded leaf apex', 'Leaf apex emarginated']"
1030,Gardenia aqualla,fruit,Jacc,PlantNet,"Shrub or small tree, 2 to 5 m high.",None of the above,"['Berry, or berry-like fruit']"
1031,Isoberlinia doka,leaf apex,Bert,PlantNet,"Panicles rather lax to rather dense, ultimate racemose branches 3.5 to 8 cm.",None of the above,"['Leaf apex sharp corner', 'Leaf apex with wide corners', 'Leaf apex acuminate']"
1032,Ficus sycomorus ssp. gnaphalocarpa,petiole,Jacc,PlantNet,They are borne in thick clusters on long branchlets or the leaf axil.,None of the above,['Petiolated leaf']
1033,Flueggea virosa,leaf apex,Jacc,PlantNet,"Leaf blades usually.less than 5 cm long, apex rounded to obtuse, veins not coarse or.prominently raised below.",Can infer correct Quality,"['Leaf apex with wide corners', 'Rounded leaf apex']"
1034,Terminalia catappa,vein,Bert,PlantNet,"Calyx tube distally cupular, 7 to 8 mm, abaxially white tomentose, densely so on ovary, sparsely so on cupular part, adaxially glabrous, lobes 5.",None of the above,['Pinnate venation with secondary veins connecting near the margin of the blade']
1035,Stereospermum kunthianum,leaf base,Bert,PlantNet,"Leaves imparipinnately compound, 25 cm long, alternate with 2-4 almost opposite pairs of leaflets and 1 terminal leaflet, 5-9 leaflets with short, soft hairs, oblong to oblong elliptic, stiff, 5-8 x 3-7.5 cm, green and hairless above and yellow-green with prominent veins under, apex broadly tapering, often abruptly attenuate, base tapering, margin entire, occasionally toothed in coppice growth, petiolules almost absent, petiole up to 7 cm long, caniculate at the top, young leaves sometimes toothed and hairy.",Can infer correct Value,"['Leaf base attenuated', 'Rounded leaf base']"
1036,Sarcostemma viminale,inflorescences,Jacc,PlantNet,The yellowish flowers with a white corona or central crown are sweetly scented.,Can infer correct Entity,"['Fascicle of flowers or inflorescences', 'Glomerule of flowers or inflorescences']"
1037,Euphorbia tirucalli,fruit,Bert,PlantNet,"Capsule 3-lobed, ca.",Can infer correct Value,['Capsule']
1038,Strychnos innocua,leaf shape,Bert,PlantNet,"Cymes axillary, pedunculate, usually pubescent.",None of the above,['Simple leaf']
1039,Ficus polita,leaf base,Bert,PlantNet,"Leaves in spirals, lamina coriaceous or subcoriaceous, at least the midrib beneath often drying blackish, ovate to oblong or almost elliptic, 5 to 16, 3.5 to 10 cm., apex acuminate, base cordate to truncate or rounded, sometimes subacute, margin entire, both surfaces glabrous, lateral veins 5 to 12 pairs, tertiary venation partly scalariform to reticulate, petiole 2 to 12 cm.",Can infer correct Value,['Leaf base cordate']
1040,Daniellia oliveri,leaf base,Bert,PlantNet,"The alternate leaves are pinnate, up to 15 cm long, with six to eleven pairs of leaflets and no terminal leaflet.",Can infer correct Entity,"['Leaf base attenuated', 'Rounded leaf base', 'Leaf base cordate']"
1041,Flacourtia indica,fruit,Jacc,PlantNet,No styles or stigmas visible.,None of the above,"['Berry, or berry-like fruit']"
1042,Anacardium occidentale,vein,Bert,PlantNet,"Leaves are thick, prominently veined, oval to spatulate in shape, with blunt tips and entire margins.",Can infer correct Quality,['Pinnate venation with secondary veins intersecting the edge of the leaf blade']
1043,Ficus glumosa,leaf blade,Bert,PlantNet,"Leaves alternate, stipules free, lateral, pubescent, up to 3 cm long, petiole up to 4 cm long, glabrous to pubescent or lanate, blade papery, broadly ovate to elliptic or oblong, 3 to 10 x 2 to 5 cm, base cordate, margin entire, apex rounded, mucronate, acute or acuminate, smooth and glabrous above, glabrescent to densely pubescent or lanate beneath, with 5 to 7 pairs of lateral veins.",Can infer correct Value,"['lanceolate blade', 'elliptical blade', 'obovate blade']"
1045,Ficus glumosa,leaf apex,Bert,PlantNet,"Leaves alternate, stipules free, lateral, pubescent, up to 3 cm long, petiole up to 4 cm long, glabrous to pubescent or lanate, blade papery, broadly ovate to elliptic or oblong, 3 to 10 x 2 to 5 cm, base cordate, margin entire, apex rounded, mucronate, acute or acuminate, smooth and glabrous above, glabrescent to densely pubescent or lanate beneath, with 5 to 7 pairs of lateral veins.",Can infer correct Value,"['Leaf apex sharp corner', 'Leaf apex with wide corners', 'Leaf apex acuminate', 'Leaf apex apiculate']"
1047,Lophira lanceolata,leaf apex,Bert,PlantNet,"Leaves alternate but clustered at the end of branches, simple and entire, stipules linear-lanceolate, 3 to 5 mm long, caducous, petiole 2 to 6 cm long, blade oblong-lanceolate, 11 to 45 cm, 2 to 9 cm, base cuneate, often asymmetrical, apex rounded and sometimes notched, glabrous, red to bright pink when young, pinnately veined with numerous lateral veins, prominent on both sides.",Can infer correct Quality,"['Leaf apex with wide corners', 'Rounded leaf apex', 'Leaf apex emarginated']"
1048,Gardenia aqualla,fruit,Jacc,PlantNet,"Shrub or small tree, to 3 m high.",None of the above,"['Berry, or berry-like fruit']"
1049,Isoberlinia doka,leaf apex,Bert,PlantNet,"Sepals 5, white.",None of the above,"['Leaf apex sharp corner', 'Leaf apex with wide corners', 'Leaf apex acuminate']"
1050,Flueggea virosa,leaf apex,Jacc,PlantNet,"Leaf blades usually.more than 5 cm long, apex acute to apiculate, occasionally obtuse,.veins coarse, promimulous above, prominently raised below.",Can infer correct Quality,"['Leaf apex with wide corners', 'Rounded leaf apex']"
1051,Terminalia catappa,vein,Bert,PlantNet,"Bark brownish black, longitudinally peeling.",None of the above,['Pinnate venation with secondary veins connecting near the margin of the blade']
1052,Crateva adansonii,plant type,Jacc,PlantNet,"The tree is sometimes called the spider tree because the showy flowers bear long, spidery stamens.",Can infer correct Value,"['Tree', 'Shrub']"
1053,Stereospermum kunthianum,leaf base,Bert,PlantNet,"Young branches smooth or striate, frequently lenticellate, glabrous to tomentellous.",None of the above,"['Leaf base attenuated', 'Rounded leaf base']"
1054,Sarcostemma viminale,inflorescences,Jacc,PlantNet,Some have few or no leaves and photosynthesize in the tissues of the green stems.,None of the above,"['Fascicle of flowers or inflorescences', 'Glomerule of flowers or inflorescences']"
